miR,avg_PRI
hsa-mir-5588-5p,22.50501463
hsa-mir-337-5p,85.79396473
hsa-mir-577_-_1,0
hsa-mir-380-3p,4.936454375
hsa-mir-129-2-3p,4.617810168
hsa-let-7c_+_1,441.0188051
hsa-mir-30b-5p_-_1,17.75221379
hsa-mir-4767_-_1,12.98875723
hsa-mir-197-3p_+_2,6.690638816
hsa-mir-197-3p_+_1,73.54895142
hsa-mir-30b-5p,4850.464123
hsa-mir-193a-3p_+_1,1.638523792
hsa-mir-22-3p_+_4,35.30215036
hsa-mir-22-3p_+_5,4.263173083
hsa-mir-22-3p_+_2,41.2483744
hsa-mir-22-3p_+_3,29.00612682
hsa-mir-22-3p_+_1,3014.234657
hsa-mir-1292_+_1,3.880098058
hsa-mir-491-5p,109.0309127
hsa-mir-5589-5p,35.35276655
hsa-mir-194-2-5p_+_1,251.8848389
hsa-mir-545-5p,0
hsa-let-7f-2-5p,166131.8743
hsa-mir-1185-1-3p_-_1,0
hsa-mir-199b-3p_+_3,6.508285379
hsa-mir-99b-3p,818.3469141
hsa-mir-29b-2-5p,355.314927
hsa-mir-99a-5p_-_1,46.25836226
hsa-mir-137,4.249414985
hsa-mir-134,1231.654973
hsa-mir-30d-3p_+_1,51.81090523
hsa-mir-30d-3p_+_2,0
hsa-mir-885-3p,819.3515076
hsa-mir-30c-2-5p_-_1,23.96925661
hsa-mir-199a-2-3p,89328.30238
hsa-mir-383_-_1,0
hsa-mir-1307-3p,2028.345715
hsa-mir-519d,0
hsa-mir-425-5p,2981.203542
hsa-mir-215_+_1,576.6234776
hsa-mir-215_+_2,12.7983793
hsa-mir-561-5p,8.512907791
hsa-mir-582-5p,168.3786476
hsa-mir-449b-3p,0
hsa-mir-181b-2-5p_+_3,3.700436162
hsa-mir-181b-2-5p_+_2,6.002494441
hsa-mir-181b-2-5p_+_4,0
hsa-mir-181b-2-5p_+_6,1.365436493
hsa-mir-191-5p_+_5,0
hsa-mir-455-3p_-_1,60.86734962
hsa-mir-455-3p_-_2,159.6023899
hsa-mir-550a-2-5p,0
hsa-mir-140-3p_+_4,14.6976581
hsa-mir-629-3p,8.670015667
hsa-mir-154-3p,96.28426595
hsa-mir-4746-5p,0
hsa-mir-29a-3p_-_2,9.527753826
hsa-mir-29a-3p_-_1,3202.00005
hsa-mir-543,421.5344273
hsa-mir-26a-1-3p,0
hsa-mir-664-3p_+_1,8.943102966
hsa-mir-664-3p_+_5,0
hsa-mir-191-5p_-_1,11.20161867
hsa-mir-376a-2-3p_+_1,3.106013777
hsa-mir-200a-5p,36.40311212
hsa-mir-501-3p_+_1,2.184698389
hsa-let-7b-3p,103.4524255
hsa-mir-103a-2-3p_-_1,120.6228176
hsa-mir-92a-1-3p_+_7,58.03571496
hsa-mir-92a-1-3p_+_6,56.49953326
hsa-mir-92a-1-3p_+_4,119.4872812
hsa-mir-92a-1-3p_+_3,4.93744059
hsa-mir-92a-1-3p_+_2,234.4194907
hsa-mir-92a-1-3p_+_1,3275.848606
hsa-mir-92a-1-3p_+_8,9.63725068
hsa-mir-320d-1_+_1,8.32779203
hsa-mir-3129-5p_+_2,0
hsa-mir-26b-5p,125818.3452
hsa-mir-10a-3p,480.3015752
hsa-mir-769-3p_+_2,2.321242038
hsa-mir-16-2-5p_+_7,2.132527549
hsa-mir-16-2-5p_+_5,0
hsa-mir-16-2-5p_+_2,58.45239623
hsa-mir-16-2-5p_+_1,362.3996019
hsa-mir-455-3p,1131.764289
hsa-mir-708-3p_+_1,7.903094589
hsa-mir-203_-_2,18.86569997
hsa-mir-203_-_1,129.3700639
hsa-mir-199b-5p,5930.117036
hsa-mir-25-3p_+_3,0
hsa-mir-25-3p_+_1,265.1114558
hsa-mir-25-3p_+_7,10.41457049
hsa-mir-25-3p_+_6,0
hsa-mir-25-3p_+_5,0
hsa-mir-25-3p_+_4,30.48904069
hsa-mir-146b-5p_+_8,0
hsa-mir-4785,1.638523792
hsa-mir-301a-3p_+_1,1.363810196
hsa-mir-181c-5p,1740.424326
hsa-mir-628-3p_-_1,9.644298623
hsa-mir-18b-5p,22.10825503
hsa-mir-125b-1-5p_+_2,50.89556779
hsa-mir-125b-1-5p_+_1,0
hsa-mir-125b-1-5p_+_4,0
hsa-mir-221-3p_+_4,0
hsa-mir-101-1-3p_+_3,1.363810196
hsa-mir-199a-1-3p_-_2,32.47291831
hsa-mir-199a-1-3p_-_1,13201.39037
hsa-mir-212-5p,23.44942214
hsa-mir-200a-3p_+_2,2.975585883
hsa-mir-135a-1-5p,11.57109139
hsa-mir-455-5p_-_1,50.00934246
hsa-mir-330-3p_+_1,87.64143472
hsa-mir-363-3p_+_1,51.10383169
hsa-mir-370,649.1002659
hsa-mir-372,1.487792942
hsa-mir-375,253.7771941
hsa-mir-150-3p_+_1,0
hsa-mir-449b-5p_-_1,2.107706667
hsa-mir-320d-2_-_1,2.457785687
hsa-mir-330-3p,85.63383739
hsa-mir-624-5p,1.638523792
hsa-mir-518e-3p,0
hsa-mir-4686,0
hsa-mir-4492_+_2,0
hsa-mir-4492_+_1,0
hsa-mir-485-3p,381.3194603
hsa-mir-5196-3p,0
hsa-mir-140-3p_-_1,15.27725827
hsa-mir-4500,3.772933356
hsa-mir-200c-3p_+_2,0
hsa-mir-200c-3p_+_1,2.048154739
hsa-mir-31-5p_-_1,0
hsa-mir-744-5p_-_1,0
hsa-mir-92a-1-3p_-_1,640.6678329
hsa-mir-5001-5p,2.048154739
hsa-let-7f-1-5p,162195.3423
hsa-mir-224-3p_-_1,1.775067441
hsa-mir-4707-3p,0
hsa-mir-216a_+_1,3.106013777
hsa-mir-142-3p,196.3894836
hsa-mir-200a-5p_+_1,0
hsa-mir-454-3p_+_1,67.66542599
hsa-mir-33b-5p,348.6064023
hsa-mir-652-3p,797.9433413
hsa-mir-363-3p_-_1,0
hsa-mir-665,13.70277285
hsa-mir-490-5p,0
hsa-mir-4645-3p_+_1,0
hsa-mir-504_+_1,259.634376
hsa-mir-138-1-5p_-_1,0
hsa-let-7f-2-5p_-_1,398.8782696
hsa-let-7f-2-5p_-_2,0
hsa-mir-93-5p,22079.28017
hsa-mir-576-3p,9.092486463
hsa-mir-516b-1-5p_+_1,0
hsa-mir-660-5p_+_1,21.75074621
hsa-mir-501-5p,125.389615
hsa-mir-502-3p,120.8986606
hsa-mir-197-3p_-_1,0
hsa-mir-296-3p,26.00927855
hsa-mir-550a-3-3p_+_1,1.501980142
hsa-mir-106a-5p_+_1,95.92146492
hsa-mir-664-5p,450.4480466
hsa-mir-20a-3p,14.85492271
hsa-mir-10b-3p_+_1,24.26237259
hsa-mir-4485_+_2,15.58385517
hsa-mir-378d-1_+_1,0
hsa-mir-34c-5p_+_1,0
hsa-mir-346,1.91161109
hsa-mir-150-5p_-_2,46.97361826
hsa-mir-150-5p_-_1,2.730872986
hsa-mir-641_-_1,0
hsa-mir-340-5p,3557.413904
hsa-mir-452-5p_+_2,6.144485004
hsa-mir-452-5p_+_4,7.765439293
hsa-mir-652-3p_-_1,1.501980142
hsa-mir-24-2-5p,10.09680725
hsa-mir-183-3p,0
hsa-mir-935_+_1,12.92869101
hsa-mir-941-4,186.3981823
hsa-mir-941-1,186.3981823
hsa-mir-27a-5p_+_1,0
hsa-mir-27b-3p_-_2,0
hsa-mir-125b-2-5p_+_4,0
hsa-mir-129-1-5p_+_1,2.321242038
hsa-mir-138-2-5p,1.363810196
hsa-mir-3607-3p_+_1,5.914065597
hsa-mir-3607-3p_+_2,1.501980142
hsa-mir-3607-3p_+_4,0
hsa-mir-616-5p,4.612182452
hsa-mir-181a-2-5p,38205.33939
hsa-let-7d-3p_+_1,71.98679499
hsa-mir-532-3p,559.3325423
hsa-mir-524-3p,0
hsa-let-7a-3-3p,155.4326813
hsa-mir-1185-1-5p,0
hsa-mir-103a-2-3p_+_6,0
hsa-mir-103a-2-3p_+_1,191.0372164
hsa-mir-103a-2-3p_+_2,94.35398713
hsa-mir-10b-5p_-_1,40.73403482
hsa-mir-191-5p,26264.16343
hsa-mir-331-3p_-_1,1.775067441
hsa-mir-24-2-5p_+_1,0
hsa-mir-130b-5p,144.5671852
hsa-mir-345-5p,3213.367303
hsa-mir-125b-2-3p_+_1,2.184698389
hsa-mir-125b-2-3p_+_2,1666.256201
hsa-mir-744-5p_+_1,22.02660024
hsa-mir-1278,0
hsa-mir-1275,231.6073456
hsa-mir-380-5p_-_1,0
hsa-mir-296-5p_-_1,47.77467008
hsa-mir-3143,0
hsa-mir-34b-5p_+_1,15.0279094
hsa-mir-193b-3p_+_1,947.6097585
hsa-mir-449b-5p_+_4,0
hsa-mir-127-3p_+_1,374.058073
hsa-mir-200b-3p,843.4822237
hsa-mir-15a-5p_-_1,5.100494955
hsa-mir-15a-5p_-_2,0
hsa-mir-105-1-5p_+_3,0
hsa-mir-105-1-5p_+_2,0
hsa-mir-146b-5p_-_1,413.9782757
hsa-mir-7-2-5p,707.7022507
hsa-mir-133b,0
hsa-mir-629-5p_+_1,11.92971696
hsa-mir-629-5p_+_4,0
hsa-mir-518a-2-3p,0
hsa-mir-370_+_2,1.501980142
hsa-mir-370_+_1,8.190404978
hsa-mir-1307-3p_-_1,5.023477907
hsa-mir-192-3p,97.75222402
hsa-mir-27b-3p_+_6,5.804333591
hsa-mir-27b-3p_+_4,13.46544769
hsa-mir-27b-3p_+_5,0
hsa-mir-27b-3p_+_2,202.4398252
hsa-mir-27b-3p_+_3,48.72658507
hsa-mir-27b-3p_+_1,1391.380184
hsa-mir-192-5p_+_6,0
hsa-mir-192-5p_+_5,0
hsa-mir-192-5p_+_3,112.0231756
hsa-mir-192-5p_+_2,1639.938778
hsa-mir-192-5p_+_1,51710.45769
hsa-mir-7-1-5p_+_1,9.813391608
hsa-mir-449a_+_5,2.107706667
hsa-mir-449a_+_4,1.983723922
hsa-mir-449a_+_1,10.91048157
hsa-mir-125a-5p_+_5,0
hsa-mir-1246_+_1,0
hsa-mir-1246_+_2,0
hsa-mir-129-2-5p,136.8493744
hsa-mir-486-5p_+_1,0
hsa-mir-486-5p_+_2,252.0598284
hsa-mir-379-5p_-_1,0
hsa-mir-454-3p,1392.890997
hsa-mir-30b-3p,325.4113247
hsa-mir-181a-1-5p_+_6,3.277047583
hsa-mir-181b-2-5p_-_1,90.22589981
hsa-mir-454-5p,16.93270853
hsa-mir-30e-5p_+_7,0
hsa-mir-30e-5p_+_6,0
hsa-mir-30e-5p_+_1,1398.035596
hsa-mir-30e-5p_+_3,3.327871904
hsa-mir-30e-5p_+_2,17.37968487
hsa-mir-1-2_+_1,45.34076741
hsa-mir-132-5p_-_1,63.3076138
hsa-mir-181a-1-5p_+_3,35.63907754
hsa-mir-181a-1-5p_+_5,0
hsa-mir-181a-1-5p_+_4,0
hsa-mir-181a-1-5p_+_8,0
hsa-mir-25-5p_+_1,0
hsa-mir-100-5p,11300.2739
hsa-mir-214-3p_+_1,99.61202853
hsa-mir-664-5p_+_2,26.6914818
hsa-mir-664-5p_+_1,383.4165402
hsa-mir-148b-3p_+_2,95.78004572
hsa-mir-345-5p_-_1,9.0254838
hsa-mir-299-5p_+_1,1.638523792
hsa-mir-424-3p,2039.499696
hsa-mir-218-2-5p,1844.257276
hsa-mir-144-5p_+_1,35.76384951
hsa-mir-493-5p,2354.824185
hsa-mir-409-3p,2516.895824
hsa-mir-451a_+_1,31.90138883
hsa-mir-451a_+_2,0
hsa-mir-451a_+_4,7.381826131
hsa-mir-451a_+_5,3.280811614
hsa-mir-4645-3p,0
hsa-mir-556-5p,0
hsa-mir-30a-5p_+_2,0
hsa-mir-223-3p_-_1,11.03510258
hsa-mir-518c-3p,0
hsa-let-7d-5p,34782.05925
hsa-mir-1301,102.3575363
hsa-mir-32-3p_-_1,30.78395606
hsa-mir-32-3p_-_3,5.636483771
hsa-mir-32-3p_-_2,13.51882288
hsa-mir-5590-3p,8.120191284
hsa-mir-93-5p_+_2,2.132527549
hsa-mir-93-5p_+_3,0
hsa-mir-93-5p_+_4,12.50983433
hsa-mir-93-5p_+_5,0
hsa-mir-93-5p_+_6,9.602881862
hsa-mir-223-3p,646.7745261
hsa-mir-144-5p,623.5280759
hsa-mir-511-1,58.29807113
hsa-mir-511-2,58.29807113
hsa-mir-3617,1.804446388
hsa-mir-1293_+_3,0
hsa-mir-1293_+_1,0
hsa-mir-766-3p,496.4324691
hsa-mir-4999-5p_+_6,0
hsa-mir-4999-5p_+_1,0
hsa-mir-374b-5p_+_1,14.64324365
hsa-mir-589-5p,86.33972538
hsa-mir-26a-1-5p,236008.3812
hsa-mir-24-1-5p,0
hsa-mir-643_-_1,0
hsa-mir-134_-_1,0
hsa-mir-543_+_1,11.30683516
hsa-mir-3909,18.51799024
hsa-mir-513c-5p,2.46060871
hsa-mir-136-3p,154.9633303
hsa-mir-873-3p_+_1,0
hsa-mir-125b-1-5p,1891.952936
hsa-mir-378d-2,78.24793608
hsa-mir-378d-1,62.24567207
hsa-mir-135a-2-5p,11.57109139
hsa-mir-143-5p_-_1,8.123850654
hsa-mir-132-5p,263.9887701
hsa-mir-223-3p_+_4,0
hsa-mir-223-3p_+_1,79.36774595
hsa-mir-16-1-5p_+_2,58.53251191
hsa-mir-130b-3p_-_1,9.46796451
hsa-mir-16-1-5p_+_6,1.804446388
hsa-mir-28-3p_+_1,876.0580213
hsa-mir-28-3p_+_2,279.5752076
hsa-mir-28-3p_+_3,2.048154739
hsa-mir-382-5p_-_1,0
hsa-mir-3064-5p_+_3,0
hsa-mir-3064-5p_+_2,0
hsa-mir-95_+_1,137.141062
hsa-mir-26a-1-5p_+_1,2621.121782
hsa-mir-26a-1-5p_+_2,219.9611849
hsa-mir-26a-1-5p_+_3,53.06791406
hsa-mir-26a-1-5p_+_5,3.579513828
hsa-mir-26a-1-5p_+_6,0
hsa-mir-26a-1-5p_+_7,0
hsa-mir-4999-5p_-_1,6.037299516
hsa-mir-218-1-3p,5.598289621
hsa-let-7b-5p_+_5,52.18132967
hsa-mir-1228-3p,0
hsa-mir-671-5p_+_1,15.03654044
hsa-mir-126-3p_+_7,6.540611584
hsa-mir-589-5p_+_1,2.457785687
hsa-mir-668,3.814955911
hsa-mir-182-5p_+_1,36.91254479
hsa-mir-486-3p,34.04648259
hsa-mir-769-5p,1143.512556
hsa-mir-30a-3p_-_1,1.775067441
hsa-mir-424-5p_+_1,14.72835571
hsa-let-7e-5p_+_5,8.465570616
hsa-let-7e-5p_+_4,5.720189745
hsa-let-7e-5p_+_3,15.86801915
hsa-let-7e-5p_+_1,310.0582058
hsa-mir-17-3p_+_1,22.49864585
hsa-mir-5697_+_2,0
hsa-mir-29b-2-3p_-_1,65.39210852
hsa-mir-452-5p_+_1,7.499891621
hsa-mir-452-5p_+_3,121.3099818
hsa-mir-17-5p_+_1,109.929183
hsa-mir-4532_+_3,0
hsa-mir-320a_-_1,956.604169
hsa-mir-577,0
hsa-mir-378c_+_1,8.909220085
hsa-mir-17-5p,11963.3073
hsa-mir-136-5p_-_3,1.363810196
hsa-mir-1296_+_1,3.413591232
hsa-let-7f-1-5p_+_4,40.51300991
hsa-let-7b-3p_+_1,3.771588158
hsa-mir-181a-1-5p_+_2,0
