miR,avg_NML,avg_PRI,avg_MET,avg_REC
hsa-mir-320d-1_+_1,4.770577691,8.32779203,1.249914596,14.58830143
hsa-mir-3129-5p_+_2,0,0,1.997554183,8.564767889
hsa-mir-26b-5p,210647.2264,125818.3452,162648.6961,76352.33153
hsa-mir-10a-3p,629.4225083,480.3015752,539.6284377,302.0466064
hsa-mir-769-3p_+_2,0,2.321242038,0,0
hsa-mir-16-2-5p_+_7,5.67158643,2.132527549,6.208964015,0
hsa-mir-16-2-5p_+_5,1.577179043,0,2.406065704,0
hsa-mir-16-2-5p_+_2,51.34009638,58.45239623,101.4790208,91.43265209
hsa-mir-16-2-5p_+_1,293.1688928,362.3996019,847.1903277,1289.864457
hsa-mir-455-3p,5158.28912,1131.764289,1140.582573,705.8000848
hsa-mir-708-3p_+_1,0,7.903094589,26.61474578,25.40939499
hsa-mir-203_-_2,0,18.86569997,25.45162886,4.671691576
hsa-mir-203_-_1,13.54212854,129.3700639,138.3622209,14.01507473
hsa-mir-199b-5p,1309.94612,5930.117036,5443.35177,6459.307632
hsa-mir-25-3p_+_3,2.612366613,0,0,0
hsa-mir-25-3p_+_1,358.5399932,265.1114558,255.4087232,960.5228245
hsa-mir-25-3p_+_7,33.03575367,10.41457049,14.84541633,57.87608503
hsa-mir-25-3p_+_6,19.6125922,0,2.997810073,30.89287362
hsa-mir-25-3p_+_5,0,0,0.572371514,0
hsa-mir-25-3p_+_4,75.64283553,30.48904069,34.82810029,96.23703082
hsa-mir-146b-5p_+_8,1.577179043,0,0,0
hsa-mir-4785,0,1.638523792,0,0
hsa-mir-301a-3p_+_1,1.577179043,1.363810196,10.75010138,9.732690783
hsa-mir-181c-5p,1065.46784,1740.424326,2332.535764,2474.021526
hsa-mir-628-3p_-_1,10.52602519,9.644298623,7.983458895,0
hsa-mir-18b-5p,6.79188448,22.10825503,29.92501493,5.83961447
hsa-mir-125b-1-5p_+_2,63.71488793,50.89556779,25.6482599,73.16836521
hsa-mir-125b-1-5p_+_1,9.049966885,0,5.889336792,0
hsa-mir-125b-1-5p_+_4,3.417221259,0,1.390233871,0
hsa-mir-221-3p_+_4,0,0,1.95629489,0
hsa-mir-101-1-3p_+_3,0,1.363810196,0,0
hsa-mir-199a-1-3p_-_2,14.8134304,32.47291831,29.50044218,17.12953578
hsa-mir-199a-1-3p_-_1,8237.264949,13201.39037,11531.25051,8164.814147
hsa-mir-212-5p,19.14214557,23.44942214,26.79329263,27.1173728
hsa-mir-200a-3p_+_2,8.790693932,2.975585883,15.17291585,30.36599524
hsa-mir-135a-1-5p,2.32970047,11.57109139,17.58630142,14.01507473
hsa-mir-455-5p_-_1,172.2238186,50.00934246,69.91480897,48.70491865
hsa-mir-330-3p_+_1,77.42874177,87.64143472,117.5783036,60.14558725
hsa-mir-363-3p_+_1,72.93137334,51.10383169,112.6047335,29.23124414
hsa-mir-370,550.0762924,649.1002659,458.1091147,1365.45298
hsa-mir-372,32.20172728,1.487792942,4.36147472,17.16270757
hsa-mir-375,3952.914486,253.7771941,860.539528,565.5839157
hsa-mir-150-3p_+_1,0,0,1.144743028,0
hsa-mir-449b-5p_-_1,0,2.107706667,1.625050876,9.343383152
hsa-mir-320d-2_-_1,0,2.457785687,0,0
hsa-mir-330-3p,54.44444162,85.63383739,107.5333005,43.31754604
hsa-mir-624-5p,0,1.638523792,0.623491362,0
hsa-mir-518e-3p,0,0,0,32.60914438
hsa-mir-4686,125.1110787,0,0,0
hsa-mir-4492_+_2,0,0,0.407529859,0
hsa-mir-4492_+_1,0,0,0.448282845,0
hsa-mir-485-3p,233.5778896,381.3194603,273.8895592,301.7797579
hsa-mir-5196-3p,0,0,2.618613045,0
hsa-mir-140-3p_-_1,10.53609377,15.27725827,15.49201151,8.564767889
hsa-mir-4500,2.849854487,3.772933356,6.751921015,0
hsa-mir-200c-3p_+_2,0,0,7.610190946,0
hsa-mir-200c-3p_+_1,3.799805983,2.048154739,45.01032977,54.06252884
hsa-mir-31-5p_-_1,0,0,0.680250043,7.007537364
hsa-mir-744-5p_-_1,0,0,0,0
hsa-mir-92a-1-3p_-_1,533.3431929,640.6678329,415.5440889,410.0189817
hsa-mir-5001-5p,0,2.048154739,0,0
hsa-let-7f-1-5p,153442.2197,162195.3423,179318.3583,78684.5439
hsa-mir-224-3p_-_1,0,1.775067441,0,0
hsa-mir-4707-3p,0,0,0,12.0138953
hsa-mir-216a_+_1,0,3.106013777,2.511993332,0
hsa-mir-142-3p,365.3938799,196.3894836,933.4557798,158.1915855
hsa-mir-200a-5p_+_1,2.32970047,0,5.035988773,0
hsa-mir-454-3p_+_1,65.45238989,67.66542599,116.2630347,89.63686122
hsa-mir-33b-5p,89.40305445,348.6064023,174.5519476,174.403461
hsa-mir-652-3p,736.3791687,797.9433413,685.5335954,1060.717801
hsa-mir-363-3p_-_1,0,0,0.613262833,0
hsa-mir-665,8.825611304,13.70277285,9.321044937,29.54103165
hsa-mir-490-5p,190.1845513,0,1.930611399,10.12199841
hsa-mir-4645-3p_+_1,0,0,0.578956265,0
hsa-mir-504_+_1,211.9971199,259.634376,169.8209732,153.4023184
hsa-mir-138-1-5p_-_1,0,0,0.915794422,0
hsa-let-7f-2-5p_-_1,364.7795082,398.8782696,422.5486783,254.8574535
hsa-let-7f-2-5p_-_2,0,0,0.529788816,0
hsa-mir-93-5p,18340.11898,22079.28017,34846.06265,19341.93715
hsa-mir-576-3p,49.6597454,9.092486463,15.92662105,34.32541513
hsa-mir-516b-1-5p_+_1,0,0,0,8.581353784
hsa-mir-660-5p_+_1,10.74941496,21.75074621,29.58495371,64.82557177
hsa-mir-501-5p,53.61297196,125.389615,111.6330739,150.4088422
hsa-mir-502-3p,84.9400687,120.8986606,86.39485036,123.2036563
hsa-mir-197-3p_-_1,0,0,1.152922674,0
hsa-mir-296-3p,20.20444727,26.00927855,13.65146406,31.81394322
hsa-mir-550a-3-3p_+_1,0,1.501980142,0,0
hsa-mir-106a-5p_+_1,67.25733584,95.92146492,132.0044451,153.9853123
hsa-mir-664-5p,284.608389,450.4480466,317.1191417,264.1183681
hsa-mir-20a-3p,38.23486135,14.85492271,25.68331999,7.007537364
hsa-mir-10b-3p_+_1,4.074379194,24.26237259,42.58908752,29.23124414
hsa-mir-4485_+_2,0,15.58385517,45.52441701,252.7820985
hsa-mir-378d-1_+_1,3.087342361,0,0,0
hsa-mir-34c-5p_+_1,0,0,6.040750838,17.90815104
hsa-mir-346,0,1.91161109,0,0
hsa-mir-150-5p_-_2,40.83797738,46.97361826,58.33699826,13.6257671
hsa-mir-150-5p_-_1,7.004914668,2.730872986,14.07496779,0
hsa-mir-641_-_1,2.628631738,0,2.173078786,0
hsa-mir-340-5p,5094.572686,3557.413904,4639.676791,3276.937694
hsa-mir-452-5p_+_2,1.840042217,6.144485004,13.20832274,23.16965522
hsa-mir-452-5p_+_4,3.324830235,7.765439293,6.204727832,58.56688723
hsa-mir-652-3p_-_1,0,1.501980142,0.48988607,0
hsa-mir-24-2-5p,1.840042217,10.09680725,13.47141819,0
hsa-mir-183-3p,0,0,0.578956265,0
hsa-mir-935_+_1,0,12.92869101,1.744460027,0
hsa-mir-941-4,147.9384079,186.3981823,163.9859422,187.9828798
hsa-mir-941-1,147.9384079,186.3981823,163.9859422,187.9828798
hsa-mir-27a-5p_+_1,5.4622211,0,6.380227009,0
hsa-mir-27b-3p_-_2,1.577179043,0,0.48903583,0
hsa-mir-125b-2-5p_+_4,3.417221259,0,1.390233871,0
hsa-mir-129-1-5p_+_1,0,2.321242038,0,0
hsa-mir-138-2-5p,24.95844933,1.363810196,48.72107793,26.87881246
hsa-mir-3607-3p_+_1,2.497200151,5.914065597,1.670872421,0
hsa-mir-3607-3p_+_2,0,1.501980142,0.855812703,0
hsa-mir-3607-3p_+_4,0,0,0.48903583,0
hsa-mir-616-5p,21.80309576,4.612182452,9.899409936,0
hsa-mir-181a-2-5p,30077.07467,38205.33939,49767.59654,53779.17828
hsa-let-7d-3p_+_1,29.50658454,71.98679499,81.58099415,78.04544534
hsa-mir-532-3p,247.0938549,559.3325423,591.7827506,265.3804619
hsa-mir-524-3p,0,0,0,49.77185194
hsa-let-7a-3-3p,212.2964416,155.4326813,267.8485205,152.3568546
hsa-mir-1185-1-5p,6.39758972,0,2.445021512,6.618229733
hsa-mir-103a-2-3p_+_6,7.818879489,0,1.548190885,0
hsa-mir-103a-2-3p_+_1,118.6318009,191.0372164,150.1993653,315.8231208
hsa-mir-103a-2-3p_+_2,72.67323116,94.35398713,134.5117224,72.45268416
hsa-mir-10b-5p_-_1,12.22313758,40.73403482,69.05835713,96.32484388
hsa-mir-191-5p,34358.9215,26264.16343,29131.71214,20910.59037
hsa-mir-331-3p_-_1,0,1.775067441,0,0
hsa-mir-24-2-5p_+_1,0,0,1.064236315,0
hsa-mir-130b-5p,191.7166736,144.5671852,121.0503822,109.5744799
hsa-mir-345-5p,4581.904493,3213.367303,2466.638585,6721.182302
hsa-mir-125b-2-3p_+_1,5.224733226,2.184698389,0,0
hsa-mir-125b-2-3p_+_2,2957.221229,1666.256201,907.7977248,1543.843688
hsa-mir-744-5p_+_1,35.84599946,22.02660024,34.69064787,51.56423346
hsa-mir-1278,0,0,0.690000049,0
hsa-mir-1275,197.8146556,231.6073456,121.7071966,242.5093528
hsa-mir-380-5p_-_1,0,0,2.93154821,13.23645947
hsa-mir-296-5p_-_1,24.73582422,47.77467008,13.10040971,39.90988336
hsa-mir-3143,0,0,0.534421168,0
hsa-mir-34b-5p_+_1,0,15.0279094,56.17059739,40.48799366
hsa-mir-193b-3p_+_1,576.3864039,947.6097585,90.64397578,775.08164
hsa-mir-449b-5p_+_4,0,0,0,0
hsa-mir-127-3p_+_1,280.1558004,374.058073,109.9080004,1260.003318
hsa-mir-200b-3p,1444.809468,843.4822237,2044.58997,876.1646058
hsa-mir-15a-5p_-_1,6.484439029,5.100494955,7.536520501,0
hsa-mir-15a-5p_-_2,0,0,0.534421168,0
hsa-mir-105-1-5p_+_3,0,0,0,12.87203068
hsa-mir-105-1-5p_+_2,0,0,0,67.79269489
hsa-mir-146b-5p_-_1,643.4457754,413.9782757,521.4682829,661.099921
hsa-mir-7-2-5p,935.3649739,707.7022507,1350.460703,1899.808342
hsa-mir-133b,0,0,0,0
hsa-mir-629-5p_+_1,11.39941795,11.92971696,5.48955933,59.90214331
hsa-mir-629-5p_+_4,3.324830235,0,0.815454603,0
hsa-mir-518a-2-3p,0,0,0,18.87897832
hsa-mir-370_+_2,0,1.501980142,0,4.671691576
hsa-mir-370_+_1,8.97936094,8.190404978,8.805139758,38.74196047
hsa-mir-1307-3p_-_1,0,5.023477907,0,12.87203068
hsa-mir-192-3p,207.0996841,97.75222402,42.06461413,6.228922101
hsa-mir-27b-3p_+_6,12.56708123,5.804333591,3.517783476,0
hsa-mir-27b-3p_+_4,28.67671973,13.46544769,15.0317176,0
hsa-mir-27b-3p_+_5,3.154358086,0,0.69280076,0
hsa-mir-27b-3p_+_2,253.7257844,202.4398252,154.1428299,354.5187329
hsa-mir-27b-3p_+_3,67.48335559,48.72658507,39.93266648,38.81318764
hsa-mir-27b-3p_+_1,1492.51799,1391.380184,1111.710466,3150.329415
hsa-mir-192-5p_+_6,8.384067651,0,0,0
hsa-mir-192-5p_+_5,6.868239783,0,1.263342562,0
hsa-mir-192-5p_+_3,348.4999039,112.0231756,83.56646674,143.3051988
hsa-mir-192-5p_+_2,4159.875854,1639.938778,945.1703828,2731.273797
hsa-mir-192-5p_+_1,146672.5031,51710.45769,40033.49505,21681.54351
hsa-mir-7-1-5p_+_1,19.257338,9.813391608,19.28401024,142.6392755
hsa-mir-449a_+_5,0,2.107706667,1.276825688,7.786152627
hsa-mir-449a_+_4,0,1.983723922,2.553651376,12.06853657
hsa-mir-449a_+_1,0,10.91048157,13.63567734,720.5537843
hsa-mir-125a-5p_+_5,1.445747456,0,0,0
hsa-mir-1246_+_1,0,0,4.384055263,20.59524908
hsa-mir-1246_+_2,0,0,1.418981753,0
hsa-mir-129-2-5p,3.388655229,136.8493744,106.2434049,69.64312704
hsa-mir-486-5p_+_1,0,0,3.450391639,0
hsa-mir-486-5p_+_2,803.4011253,252.0598284,353.9628012,2230.086064
hsa-mir-379-5p_-_1,0,0,1.397144812,9.732690783
hsa-mir-454-3p,1484.137126,1392.890997,2304.739692,889.6957412
hsa-mir-30b-3p,787.2112641,325.4113247,290.3834073,280.3614803
hsa-mir-181a-1-5p_+_6,11.97659052,3.277047583,9.594418719,24.2414721
hsa-mir-181b-2-5p_-_1,57.48434047,90.22589981,165.3063526,141.6235741
hsa-mir-454-5p,19.31363867,16.93270853,37.06636187,9.732690783
hsa-mir-30e-5p_+_7,3.319586937,0,0,0
hsa-mir-30e-5p_+_6,1.70861063,0,0,0
hsa-mir-30e-5p_+_1,2725.346134,1398.035596,1498.64948,1992.284062
hsa-mir-30e-5p_+_3,5.224733226,3.327871904,0,0
hsa-mir-30e-5p_+_2,38.5611704,17.37968487,17.8843382,5.060999207
hsa-mir-1-2_+_1,34.59214588,45.34076741,91.8959931,141.204504
hsa-mir-132-5p_-_1,63.87149038,63.3076138,71.35862092,58.61323556
hsa-mir-181a-1-5p_+_3,34.9018784,35.63907754,54.02665938,66.55013547
hsa-mir-181a-1-5p_+_5,0,0,0.523269264,0
hsa-mir-181a-1-5p_+_4,4.214920956,0,4.48917239,4.671691576
hsa-mir-181a-1-5p_+_8,1.445747456,0,1.146137993,0
hsa-mir-25-5p_+_1,2.612366613,0,1.064236315,0
hsa-mir-100-5p,13387.92588,11300.2739,12601.59885,19403.72612
hsa-mir-214-3p_+_1,43.97175855,99.61202853,34.6277932,142.2431491
hsa-mir-664-5p_+_2,15.51566279,26.6914818,12.74635257,25.9660358
hsa-mir-664-5p_+_1,149.623147,383.4165402,253.8208881,307.2056467
hsa-mir-148b-3p_+_2,73.22475597,95.78004572,95.01977268,118.0811971
hsa-mir-345-5p_-_1,11.13435579,9.0254838,4.184843201,23.93997753
hsa-mir-299-5p_+_1,0,1.638523792,0,6.228922101
hsa-mir-424-3p,2373.953359,2039.499696,1011.320987,1752.012605
hsa-mir-218-2-5p,555.8051481,1844.257276,2800.954674,2496.206347
hsa-mir-144-5p_+_1,84.26457307,35.76384951,140.5527269,7.786152627
hsa-mir-493-5p,1286.05761,2354.824185,1999.823513,2200.04082
hsa-mir-409-3p,3056.329912,2516.895824,1957.077599,7645.559685
hsa-mir-451a_+_1,105.0973565,31.90138883,97.5637845,160.1664118
hsa-mir-451a_+_2,0,0,3.236505251,0
hsa-mir-451a_+_4,33.92654275,7.381826131,36.86273909,0
hsa-mir-451a_+_5,9.206470206,3.280811614,8.577246032,0
hsa-mir-4645-3p,0,0,1.774832048,4.282383945
hsa-mir-556-5p,23.82677304,0,1.918754376,0
hsa-mir-30a-5p_+_2,13.08625091,0,4.823251866,10.29762454
hsa-mir-223-3p_-_1,94.09613994,11.03510258,49.61180554,35.17525757
hsa-mir-518c-3p,0,0,0,12.87203068
hsa-let-7d-5p,22801.35243,34782.05925,27939.41642,8501.821777
hsa-mir-1301,65.60869492,102.3575363,75.86771143,140.1658589
hsa-mir-32-3p_-_1,11.38294613,30.78395606,34.96103151,9.343383152
hsa-mir-32-3p_-_3,17.3330394,5.636483771,16.66897117,5.83961447
hsa-mir-32-3p_-_2,13.38975114,13.51882288,19.37764605,0
hsa-mir-5590-3p,10.6637159,8.120191284,0.529788816,0
hsa-mir-93-5p_+_2,2.541491422,2.132527549,8.176357021,0
hsa-mir-93-5p_+_3,0,0,0,0
hsa-mir-93-5p_+_4,16.61040481,12.50983433,20.00779726,25.17912759
hsa-mir-93-5p_+_5,0,0,0,0
hsa-mir-93-5p_+_6,9.312508437,9.602881862,7.703373595,0
hsa-mir-223-3p,3219.482892,646.7745261,1685.52141,1236.798003
hsa-mir-144-5p,1754.298099,623.5280759,2594.022103,443.8160442
hsa-mir-511-1,139.2911433,58.29807113,100.8309122,44.20056025
hsa-mir-511-2,139.2911433,58.29807113,100.8309122,44.20056025
hsa-mir-3617,0,1.804446388,4.765337729,0
hsa-mir-1293_+_3,0,0,0.627923117,0
hsa-mir-1293_+_1,0,0,1.890667984,0
hsa-mir-766-3p,110.0975946,496.4324691,132.3855926,213.2117651
hsa-mir-4999-5p_+_6,0,0,0.815454603,0
hsa-mir-4999-5p_+_1,0,0,1.129090989,0
hsa-mir-374b-5p_+_1,7.620432178,14.64324365,13.401959,28.20577558
hsa-mir-589-5p,88.62208145,86.33972538,102.4941661,198.1795147
hsa-mir-26a-1-5p,315817.6049,236008.3812,275355.9701,121622.5326
hsa-mir-24-1-5p,0,0,0.69280076,0
hsa-mir-643_-_1,0,0,0.562157597,0
hsa-mir-134_-_1,0,0,0.448282845,0
hsa-mir-543_+_1,11.40306055,11.30683516,11.95993521,43.21314708
hsa-mir-3909,23.04455063,18.51799024,18.85864329,17.38468202
hsa-mir-513c-5p,2.365768564,2.46060871,11.36124037,0
hsa-mir-136-3p,257.5139085,154.9633303,138.5653136,207.148241
hsa-mir-873-3p_+_1,5.699708974,0,0,0
hsa-mir-125b-1-5p,2665.174219,1891.952936,1703.157994,1440.926506
hsa-mir-378d-2,243.2579052,78.24793608,53.95379409,144.292612
hsa-mir-378d-1,181.0774547,62.24567207,41.62437641,104.0397693
hsa-mir-135a-2-5p,2.32970047,11.57109139,17.48647158,14.01507473
hsa-mir-143-5p_-_1,0,8.123850654,4.836304553,5.450306839
hsa-mir-132-5p,281.2885738,263.9887701,345.4242623,349.6582387
hsa-mir-223-3p_+_4,9.834839173,0,0,0
hsa-mir-223-3p_+_1,370.0429499,79.36774595,195.5471209,193.9766509
hsa-mir-16-1-5p_+_2,52.37008562,58.53251191,101.5956715,91.43265209
hsa-mir-130b-3p_-_1,2.891494912,9.46796451,4.261912024,0
hsa-mir-16-1-5p_+_6,2.497200151,1.804446388,4.684955082,0
hsa-mir-28-3p_+_1,1392.922532,876.0580213,838.1175039,1960.407645
hsa-mir-28-3p_+_2,433.110971,279.5752076,277.5319066,588.2232832
hsa-mir-28-3p_+_3,3.324830235,2.048154739,0,15.44643681
hsa-mir-382-5p_-_1,4.295601943,0,0.48903583,24.32928516
hsa-mir-3064-5p_+_3,0,0,1.286939746,0
hsa-mir-3064-5p_+_2,0,0,1.211237408,0
hsa-mir-95_+_1,42.8639505,137.141062,85.51372156,74.3362881
hsa-mir-26a-1-5p_+_1,2332.429537,2621.121782,2019.669955,2603.841568
hsa-mir-26a-1-5p_+_2,226.2908546,219.9611849,199.856732,195.2933859
hsa-mir-26a-1-5p_+_3,89.829176,53.06791406,58.90479815,15.96161288
hsa-mir-26a-1-5p_+_5,16.91024951,3.579513828,6.875826865,0
hsa-mir-26a-1-5p_+_6,16.91684185,0,8.798862035,0
hsa-mir-26a-1-5p_+_7,2.365768564,0,1.468937203,0
hsa-mir-4999-5p_-_1,2.612366613,6.037299516,8.307755622,0
hsa-mir-218-1-3p,0,5.598289621,0,0
hsa-let-7b-5p_+_5,43.65686901,52.18132967,40.8140693,19.07607394
hsa-mir-1228-3p,2.612366613,0,0,0
hsa-mir-671-5p_+_1,8.787051335,15.03654044,4.402216059,41.23684649
hsa-mir-126-3p_+_7,8.148758388,6.540611584,3.341618306,0
hsa-mir-589-5p_+_1,0,2.457785687,0,14.58830143
hsa-mir-668,1.971473803,3.814955911,0.575596191,0
hsa-mir-182-5p_+_1,4.952759877,36.91254479,33.8761847,169.6605423
hsa-mir-486-3p,55.01143581,34.04648259,99.8023749,34.84888416
hsa-mir-769-5p,1063.594131,1143.512556,1204.306961,2331.927097
hsa-mir-30a-3p_-_1,0,1.775067441,0,0
hsa-mir-424-5p_+_1,26.25640691,14.72835571,12.20569803,31.92322577
hsa-let-7e-5p_+_5,5.987999824,8.465570616,9.638620751,0
hsa-let-7e-5p_+_4,2.541491422,5.720189745,0,0
hsa-let-7e-5p_+_3,5.462273476,15.86801915,7.590525283,0
hsa-let-7e-5p_+_1,98.9913105,310.0582058,234.2945545,550.4034057
hsa-mir-17-3p_+_1,23.69004349,22.49864585,25.19825802,17.90815104
hsa-mir-5697_+_2,0,0,0.975549955,0
hsa-mir-29b-2-3p_-_1,56.61123266,65.39210852,115.6605136,20.89674365
hsa-mir-452-5p_+_1,8.883997447,7.499891621,11.30602193,47.792142
hsa-mir-452-5p_+_3,87.0820192,121.3099818,168.436118,207.2843375
hsa-mir-17-5p_+_1,86.38698078,109.929183,147.447567,164.3375781
hsa-mir-4532_+_3,0,0,1.53121253,0
hsa-mir-320a_-_1,469.8007946,956.604169,633.032233,906.8432455
hsa-mir-577,0,0,1.17542043,0
hsa-mir-378c_+_1,35.28950527,8.909220085,4.985074826,39.9347622
hsa-mir-17-5p,8212.614787,11963.3073,15581.40806,4648.845254
hsa-mir-136-5p_-_3,9.530668786,1.363810196,2.451343904,10.29762454
hsa-mir-1296_+_1,9.024539209,3.413591232,0.680250043,12.84715183
hsa-let-7f-1-5p_+_4,37.35055334,40.51300991,39.34216056,14.40438236
hsa-let-7b-3p_+_1,1.577179043,3.771588158,1.255846234,5.450306839
hsa-mir-181a-1-5p_+_2,0,0,2.507119117,0
hsa-let-7a-3-5p_-_1,828.7929302,1658.329178,1418.798695,1148.898513
hsa-mir-873-3p,2.849854487,0,0,0
hsa-mir-212-3p_+_1,0,0,2.00612099,6.228922101
hsa-mir-20b-5p,293.2334099,211.7976392,660.2627942,92.72985278
hsa-mir-135a-1-3p,4.447609988,0,1.25921733,0
hsa-mir-133a-2_+_1,104.0752784,154.6250241,155.0212613,118.7837016
hsa-mir-133a-2_+_2,0,7.441122823,6.319245845,12.86373773
hsa-mir-589-3p,17.79318899,9.031244261,17.99754705,7.396844995
hsa-mir-664-5p_-_1,1.840042217,1.638523792,0.652047774,0
hsa-mir-223-5p_-_1,0,0,0,9.439489162
hsa-mir-221-5p,20.52027208,14.90103746,38.65051514,16.35092052
hsa-mir-132-5p_+_1,0,0,1.152922674,0
hsa-mir-19a-3p_+_1,27.99792458,17.62566422,16.87758793,25.69430367
hsa-mir-126-5p_+_4,9.465725103,3.620320491,7.766506101,0
hsa-mir-126-5p_+_7,0,0,0.48903583,0
hsa-mir-126-5p_+_1,481.9431485,661.859402,803.9968031,645.9862155
hsa-mir-126-5p_+_2,11.61093965,24.85588214,16.20247463,0
hsa-mir-126-5p_+_3,2.234336977,0,1.85937603,0
hsa-mir-181a-2-5p_-_1,61.02556219,75.65591329,77.10625298,116.0966036
hsa-mir-4443,0,0,0,0
hsa-mir-4449,0,0,0.832725718,0
hsa-mir-330-5p,43.29017163,82.33457815,103.4689903,109.3939702
hsa-mir-522-3p,0,0,1.277630902,10.29762454
hsa-mir-518e-5p,0,0,0,10.29762454
hsa-mir-1537,0,0,2.455555713,0
hsa-mir-143-3p_-_1,2350.892537,3352.491424,4025.893474,4438.228077
hsa-mir-143-3p_-_2,33.55495394,40.00384716,50.30397965,42.80236996
hsa-mir-7-3-5p_+_1,17.59492288,9.318446182,18.34087843,137.7290235
hsa-mir-29b-2-3p_+_7,0,0,0.48903583,0
hsa-mir-29b-2-3p_+_6,4.468673955,8.268751539,3.76887153,0
hsa-mir-539-5p,53.46380385,56.19493994,44.88082292,90.49840595
hsa-mir-101-1-3p,8564.413513,3830.895781,5777.284476,1904.251332
hsa-mir-450a-2-3p_-_1,1.445747456,0,0,0
hsa-mir-136-5p_+_1,0,0,0.627923117,6.228922101
hsa-mir-181b-1-5p_+_6,1.971473803,1.365436493,1.418981753,9.439489162
hsa-mir-181b-1-5p_+_1,188.0177029,262.0246761,327.3634977,435.3605589
hsa-mir-181b-1-5p_+_2,0,3.720561412,1.695660878,8.564767889
hsa-mir-181b-1-5p_+_3,2.10290539,0,4.545723659,6.228922101
hsa-mir-654-3p,1109.774834,925.0087104,983.1951178,869.7781177
hsa-mir-182-5p_+_2,0,6.161000808,8.059817623,51.38372374
hsa-mir-1269a_+_1,0,0,0,45.48117505
hsa-let-7a-1-5p_+_7,16.26216979,12.06538961,11.17049979,7.007537364
hsa-let-7a-1-5p_+_6,21.2933593,15.29180293,19.25727411,7.007537364
hsa-let-7a-1-5p_+_5,36.99473889,43.99312776,58.47390836,9.732690783
hsa-let-7a-1-5p_+_4,33.76906534,41.57603361,38.4763174,14.01507473
hsa-let-7a-1-5p_+_3,78.93405298,81.92838462,80.96220568,32.3125334
hsa-let-7a-1-5p_+_2,7.192669185,12.8827052,8.170613433,0
hsa-let-7a-1-5p_+_1,881.1239121,1650.013232,1949.076161,3921.649375
hsa-mir-33b-3p,57.61117203,13.53513086,19.45586803,23.53408401
hsa-mir-10b-3p,4.074379194,17.88776883,39.73171343,23.5506699
hsa-mir-21-3p_-_4,0,0,6.15807842,12.0138953
hsa-mir-21-3p_-_6,0,0,1.693636483,0
hsa-mir-342-5p,439.8978933,492.4265895,802.8337653,304.9790835
hsa-mir-122-5p_+_8,33.98098656,10.2460447,3.47121727,0
hsa-mir-122-5p_+_1,203714.8027,56366.19749,18247.47208,229903.2421
hsa-mir-122-5p_+_3,638.3213158,512.9841842,167.8392878,107.2337505
hsa-mir-122-5p_+_4,817.8948517,378.6867982,107.7941388,144.1335718
hsa-mir-130a-5p_-_6,17.39848685,0,1.268956313,4.671691576
hsa-mir-122-5p_+_6,522.4610532,185.4656448,65.04896982,134.304775
hsa-mir-122-5p_+_7,19.42796728,5.282246646,0,0
hsa-mir-199a-1-3p,69491.51782,88997.5368,78105.84576,59919.38587
hsa-mir-4736,0,0,0.774002821,0
hsa-mir-219-1-3p,76.28209563,23.20026246,15.10425507,51.94036455
hsa-mir-4446-3p,0,5.302748853,6.454509143,4.671691576
hsa-mir-576-5p,65.82697154,19.62228741,30.73014678,26.04555592
hsa-mir-3607-3p_+_3,19.139916,6.079047186,10.85804457,13.73016605
hsa-mir-16-2-5p,25438.0104,24397.75261,47181.59499,23034.02752
hsa-mir-29b-2-5p_-_1,34.43248239,114.9129569,92.38603038,24.94056725
hsa-mir-550a-1-5p,1.314315869,0,0.712561557,0
hsa-mir-432-5p,863.378558,1451.943983,960.1240979,1909.301642
hsa-mir-296-5p,68.65453543,66.30066684,50.73751154,63.94255755
hsa-mir-92a-1-3p_+_5,10.2413181,2.184698389,2.370243927,0
hsa-mir-142-5p_+_1,114.4991894,72.56982104,272.9161456,95.94041984
hsa-mir-216b_-_1,0,3.228039617,9.570031107,0
hsa-mir-204-5p_+_1,7.599611965,2.048154739,2.302384762,40.48799366
hsa-mir-125a-5p_+_4,5.52012665,5.674697088,2.081146847,0
hsa-mir-125a-5p_+_1,4.558465117,9.147378911,6.2037453,5.83961447
hsa-mir-143-3p,211641.9445,224065.5967,315948.128,276384.8046
hsa-mir-181a-1-3p_-_2,0,0,4.551143208,15.44643681
hsa-mir-29c-3p_+_4,2.234336977,0,0.896565689,0
hsa-mir-369-5p,49.18344703,51.6526563,58.60951006,62.41020586
hsa-mir-585_+_2,0,0,1.614703164,0
hsa-mir-301a-3p,320.712282,313.1288597,577.5620612,419.8228996
hsa-mir-29c-3p_+_5,30.28177943,35.09064034,26.46544832,0
hsa-mir-653_+_3,9.330391844,0,7.873126969,0
hsa-mir-30a-5p_-_1,209.3373631,187.5985659,150.6460881,141.4845291
hsa-mir-1293_-_2,0,4.463378825,5.163535021,0
hsa-mir-26b-5p_-_1,3829.552376,2305.849379,2699.099123,1193.896209
hsa-mir-769-5p_+_1,10.44946645,9.5576506,3.78595095,54.58599786
hsa-mir-184_+_1,0,0,0.984130394,0
hsa-mir-214-5p_+_1,75.02099766,90.68304471,79.16869639,74.35287399
hsa-mir-214-5p_+_2,0,0,0.448282845,0
hsa-mir-486-3p_+_1,0,0,1.064236315,0
hsa-mir-361-5p_-_1,465.1247053,569.6807425,489.264549,288.9443083
